Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
11022,34,Female,Bengaluru,Post Graduate,Finance,,56250,,97,0,5,4,2.2,44,36,8,5,Average,5.8,10,Average Performer
11023,52,Male,Mumbai,Post Graduate,Sales,,33376,23,43,2,2,2,4.2,53,163,9,1,,6.7,10,Average Performer
11024,36,Male,Pune,Graduate,Operations,2.1,82723,12,,3,5,5,2.8,79,112,2,4,Poor,6.9,,Low Performer
11025,24,Female,Kolkata,Graduate,Sales,10.4,61442,28,190,2,1,3,3.7,65,83,3,4,Excellent,1.4,20,Average Performer
11026,57,Male,Kolkata,Graduate,Sales,2.5,23392,15,260,2,4,1,2.7,71,7,5,3,Good,1.6,16,Low Performer
11027,41,Male,Delhi,Diploma,Operations,2.9,42809,19,243,2,3,5,4.5,12,114,5,3,Average,0.1,0,Low Performer
11028,34,Female,Mumbai,Post Graduate,IT,,133095,12,108,4,2,5,3.4,64,179,6,,Average,1.1,12,Average Performer
11029,51,Female,Kolkata,Graduate,HR,5.4,,,33,,5,4,,11,,14,2,Excellent,2.1,24,Low Performer
11030,38,Female,Hyderabad,Graduate,Finance,11.1,117473,11,93,1,3,2,4.4,70,,0,,Average,5.8,,Average Performer
11031,27,Female,Kolkata,Post Graduate,,,112769,37,55,2,4,4,4.7,13,55,13,,Good,3.8,8,High Performer
11032,30,Female,Kolkata,Post Graduate,Finance,13.8,92710,38,151,1,3,4,4.2,41,111,13,3,Excellent,6.1,22,High Performer
11033,27,Male,Kolkata,Graduate,Sales,5.1,29352,25,40,3,4,5,2.4,75,25,8,3,,3.9,23,Average Performer
11034,53,Female,Kolkata,Graduate,Operations,4.8,71076,,288,2,4,2,4.6,47,45,1,4,Average,4.4,10,Average Performer
11035,43,Male,Bengaluru,PhD,HR,17.4,41354,36,105,1,4,2,3.9,23,124,13,3,Excellent,0.9,,Average Performer
11036,41,Female,Bengaluru,Graduate,Analytics,0.6,63833,9,111,5,5,2,3.8,,,3,3,Poor,6.2,16,Low Performer
11037,39,Male,Delhi,,Finance,15.9,22318,12,295,1,4,1,4.8,16,133,2,1,,6.1,6,Average Performer
11038,,Female,Kolkata,Diploma,Operations,4,130363,,109,,3,2,2.7,37,153,2,2,Poor,2.5,7,High Performer
11039,56,Male,Mumbai,,HR,17.1,117992,5,225,2,1,5,2.7,27,84,10,1,,2.6,1,Low Performer
11040,49,Female,Pune,Graduate,HR,6.5,84003,33,80,,3,1,3.5,32,103,4,5,Excellent,,13,Average Performer
11041,38,Male,Delhi,Graduate,IT,8.2,125841,5,231,3,5,3,4.3,23,153,6,4,Poor,6.5,9,Low Performer
11042,22,Female,Mumbai,Graduate,Operations,12.9,118726,16,88,4,4,4,3.3,69,109,12,4,Poor,6,8,Average Performer
11043,21,Female,,Graduate,Finance,10.8,107199,37,80,,1,2,3.9,3,99,11,,Excellent,4.9,0,Average Performer
11044,,Male,Chennai,PhD,Sales,6.1,137195,37,253,1,5,,3.4,,69,,,,1.9,11,Average Performer
11045,40,Female,Kolkata,Graduate,HR,10.2,125507,29,259,5,2,2,3.8,9,45,13,,Good,1.4,13,Average Performer
11046,31,Female,,Post Graduate,HR,13.3,126173,18,54,5,2,4,,35,,13,2,Poor,0.4,18,Average Performer
11047,22,Female,Pune,Diploma,Analytics,1.2,46273,29,214,3,2,5,2.5,76,128,6,4,,0.4,10,Low Performer
11048,23,Male,Hyderabad,Graduate,IT,,47473,6,162,3,1,5,4.1,72,46,2,4,Average,1.5,8,Low Performer
11049,43,Male,Pune,Graduate,HR,8.5,79410,18,237,3,,4,4.4,30,73,8,4,,0.8,16,Average Performer
11050,32,Male,Hyderabad,Post Graduate,HR,2.8,146536,32,81,0,1,3,3.3,3,,5,5,Average,4.4,19,Low Performer
11051,40,Male,Pune,Diploma,Sales,12.1,,31,,5,1,1,3,,105,,5,Excellent,2.9,5,Average Performer
11052,,Female,,,Sales,4.2,63310,11,125,,1,,2,26,144,11,4,Good,3.6,5,Average Performer
11053,57,Male,Hyderabad,Graduate,Analytics,8.1,101406,26,,2,,2,4.4,35,68,10,2,Excellent,4.8,19,High Performer
11054,50,Female,,Post Graduate,Operations,,130765,28,245,0,3,4,3,8,112,9,2,Poor,5.3,9,Average Performer
11055,29,Male,Hyderabad,Post Graduate,Analytics,,43992,27,32,3,1,4,3.1,42,55,10,5,,5.2,9,Average Performer
11056,54,Male,Delhi,Diploma,Analytics,2.5,47433,19,196,3,3,1,3,23,77,,5,Average,2.1,16,Low Performer
11057,55,Female,Mumbai,Graduate,Sales,0.9,43933,27,,4,4,3,3.5,36,64,13,4,Average,6.5,,Low Performer
11058,42,Female,,Post Graduate,Operations,1.4,,20,217,0,1,4,4.1,40,84,14,4,Average,7.3,13,Low Performer
11059,44,Male,Kolkata,,Sales,,128121,3,,,1,5,4.3,25,160,13,2,Poor,2.5,,Low Performer
11060,37,Male,Pune,Graduate,IT,,140747,16,159,5,1,5,3.2,3,128,0,3,Excellent,0.1,2,Low Performer
11061,30,Male,,Post Graduate,Finance,12.9,129682,39,31,2,,4,4,0,18,3,2,Excellent,7.2,10,Average Performer
11062,50,Male,Pune,Graduate,Finance,1.7,41439,29,81,1,4,3,4.2,19,164,14,2,Average,7.4,18,Low Performer
11063,43,Male,Kolkata,Graduate,IT,2.4,113826,15,61,1,2,5,2.9,44,12,14,4,Poor,0.4,19,Low Performer
11064,,Male,,Graduate,Finance,9.4,110776,30,,2,5,3,2.3,68,31,6,3,,0,18,Average Performer
11065,37,Male,Pune,Diploma,Operations,8.6,137070,1,169,3,3,1,4.7,51,54,11,3,Average,6.5,,Low Performer
11066,37,Female,Kolkata,Graduate,Sales,17.2,110345,29,68,,5,2,4,63,61,8,4,Poor,2.4,14,Average Performer
11067,34,Male,Pune,Post Graduate,Finance,17,130923,30,52,4,1,1,3.9,20,7,11,1,Average,7.3,2,Average Performer
11068,29,Male,Kolkata,Post Graduate,,14.1,101459,,154,3,1,2,2.2,,159,2,4,,1.7,2,Average Performer
11069,22,Male,,Graduate,Sales,11,137598,10,162,3,2,5,4.5,71,38,11,5,Poor,6.9,22,Average Performer
11070,45,Female,,,Operations,8.5,105971,27,160,0,5,2,3.7,75,30,10,3,,0.5,8,Average Performer
11071,29,Female,Hyderabad,Post Graduate,IT,6.7,141299,8,155,1,1,2,4.5,24,172,11,4,Excellent,2.1,10,Low Performer
11072,42,Male,,PhD,Analytics,17.1,43236,36,229,1,5,4,4.9,,,5,2,,7.8,14,High Performer
11073,24,Female,Pune,Post Graduate,IT,11.1,132679,35,264,5,2,2,4.9,25,,7,2,Excellent,1.8,16,High Performer
11074,46,Male,Kolkata,Post Graduate,,,98570,36,260,1,5,4,4.6,26,164,10,2,Excellent,1.1,23,High Performer
11075,49,Male,Kolkata,Graduate,Sales,4.6,114621,,65,,3,2,2,,173,2,4,,6.9,,Average Performer
11076,54,Male,Pune,Diploma,Operations,1.3,27442,25,,4,2,4,4.7,,134,5,1,,0.9,16,Low Performer
11077,43,Male,Chennai,Graduate,Finance,17,74437,20,166,4,5,5,2.2,44,115,8,5,Average,0.8,8,Average Performer
11078,57,Female,,Post Graduate,Finance,6,96179,17,35,2,1,5,,57,110,8,2,Excellent,2.6,,Average Performer
11079,31,Female,Kolkata,Graduate,Analytics,8.2,,23,75,5,4,2,2.8,37,139,5,4,Excellent,5.1,7,Average Performer
11080,26,Male,Mumbai,Diploma,Finance,2.5,82557,25,,4,,3,3.8,34,23,4,1,Excellent,5.7,21,Low Performer
11081,38,Female,Delhi,Post Graduate,Analytics,,,31,54,,2,5,2.1,45,37,,3,,7,,Average Performer
11082,41,Female,Chennai,Post Graduate,,1,66534,6,139,0,4,1,4.3,70,6,2,3,Excellent,4.3,22,Low Performer
11083,56,,Chennai,Graduate,Sales,,,35,150,3,3,1,2.3,2,19,14,5,Excellent,3.1,23,Average Performer
11084,54,Male,Bengaluru,Graduate,Operations,3,141295,4,183,,2,4,3.2,5,25,2,,,2.9,6,Low Performer
11085,37,Male,Hyderabad,Post Graduate,Analytics,16,133287,20,,5,1,3,4.5,,82,11,4,Good,6.8,0,Average Performer
11086,57,Male,Chennai,Post Graduate,IT,13.3,25288,1,,3,1,4,4.1,45,63,3,2,Good,5.8,9,Low Performer
11087,45,Male,Delhi,Graduate,Sales,3.4,127570,26,191,3,2,2,2,78,108,4,,,7.2,14,Average Performer
11088,32,Male,,Diploma,Operations,,113547,34,34,0,4,5,3.2,32,86,10,,Poor,7.7,13,Average Performer
11089,43,Male,,PhD,IT,6,99122,10,63,,4,3,2.1,78,122,7,1,Poor,2.4,3,Average Performer
11090,42,Female,Pune,Graduate,Sales,3.6,50400,23,,0,1,4,4,61,117,12,,,4.2,3,Average Performer
11091,41,Female,Pune,Post Graduate,,15.5,140609,24,171,4,3,4,4.9,62,43,10,4,Good,5.1,8,High Performer
11092,47,Other,Pune,Post Graduate,Operations,7.6,65878,13,283,4,4,,4,55,,8,4,Poor,1.3,14,Average Performer
11093,51,Male,Pune,Post Graduate,Operations,7.5,66850,29,195,5,3,,2.7,,5,11,5,Excellent,0.4,11,Average Performer
11094,26,Female,,Graduate,HR,3.5,97044,27,246,2,4,4,3.1,59,77,13,1,,6.9,,Average Performer
11095,47,Female,Chennai,Post Graduate,Finance,7.2,63113,31,282,3,2,1,4.9,77,13,13,3,Poor,4.3,2,Average Performer
11096,54,Female,Pune,Post Graduate,Finance,15.8,,10,158,4,5,3,2.7,23,55,6,3,,4.6,14,Average Performer
11097,32,Male,Kolkata,Graduate,IT,6.9,27684,31,164,4,1,4,3.7,49,170,12,2,Excellent,4.4,,Average Performer
11098,27,Female,Mumbai,Post Graduate,Finance,17.2,110783,,269,5,2,1,3.2,32,19,9,2,Good,6,20,Average Performer
11099,30,Male,,Post Graduate,IT,17.1,89727,,239,1,4,,4.3,75,88,5,1,Average,,10,Average Performer
11100,37,Male,Chennai,Post Graduate,Sales,,,24,203,1,1,5,4.6,73,45,14,4,,4.9,5,Low Performer
11101,46,Male,,,HR,,76552,33,,5,5,3,3,6,179,2,1,Good,3.8,14,Average Performer
11102,41,Female,Bengaluru,PhD,HR,15.6,22934,14,93,0,5,4,4,45,158,8,5,,,6,Average Performer
11103,48,Male,Delhi,Post Graduate,Sales,7.4,19354,35,99,2,4,1,3.6,61,58,9,3,Excellent,4.2,18,Average Performer
11104,22,Female,Delhi,Graduate,Operations,0.6,122777,34,,5,1,4,2.8,0,123,0,,Average,7.5,,Low Performer
11105,21,Female,Chennai,,Analytics,5.3,113352,17,,1,4,5,2.8,78,171,8,1,,2.8,3,Average Performer
11106,56,Male,Kolkata,Post Graduate,Analytics,11,71046,21,298,2,5,4,3.6,64,,2,1,Good,7.7,20,Average Performer
11107,46,Female,,PhD,Finance,14.5,129098,,241,4,2,4,2.5,44,132,8,5,,7,0,Average Performer
11108,49,Male,,Graduate,Operations,2.8,83064,3,164,5,2,1,4.4,,96,12,,,4.7,23,Low Performer
11109,41,Other,Mumbai,Post Graduate,IT,2.4,75184,15,280,,3,5,2.2,65,13,9,4,,2.8,22,Low Performer
11110,31,Male,Chennai,Graduate,HR,,45424,8,294,2,5,3,2.3,66,50,,,Poor,3,12,Low Performer
11111,31,Male,Kolkata,Post Graduate,Finance,13.6,25139,32,,1,5,1,3,79,138,7,2,Poor,6.2,10,Average Performer
11112,56,Female,Chennai,Diploma,Sales,10.8,29226,38,70,,4,5,2.4,,20,5,4,Excellent,4.6,17,Average Performer
11113,55,Female,Delhi,Post Graduate,Operations,14,123234,26,25,5,3,5,3.4,62,116,13,4,Good,3.2,22,Average Performer
11114,54,Female,,Graduate,HR,,,30,74,3,3,,3.2,53,91,8,4,,5.1,8,Average Performer
11115,44,Female,Delhi,Post Graduate,IT,13.8,88647,,265,4,1,2,4.2,51,161,3,1,Average,5.9,20,Average Performer
11116,42,Female,Hyderabad,Graduate,,,86617,32,250,1,4,2,4.9,53,173,11,4,Average,0.2,10,Average Performer
11117,25,Female,Bengaluru,,Analytics,4.8,21531,11,239,5,2,3,4.3,66,66,4,5,Average,0.7,5,Average Performer
11118,53,Female,Pune,Post Graduate,Finance,13.3,112311,,276,,1,4,2.5,36,108,5,3,Excellent,0.8,15,Average Performer
11119,56,Female,Bengaluru,Post Graduate,Sales,7.8,100124,34,103,3,3,2,4.8,,124,11,,,1.9,4,Average Performer
11120,40,Male,Chennai,Graduate,HR,17.7,62069,18,39,,2,1,3.2,58,172,8,2,Excellent,3.4,0,Average Performer
11121,,Female,Mumbai,Diploma,IT,6.6,139907,,175,2,5,3,3.4,19,,5,1,Excellent,6.4,21,Average Performer
11122,55,Male,Pune,Post Graduate,HR,16.6,106074,18,114,,4,4,3.3,31,138,8,5,Average,2.8,13,Average Performer
11123,37,Female,Mumbai,Graduate,Sales,16.8,126345,37,299,4,3,,2.8,,44,1,3,Average,0.1,22,Average Performer
11124,54,Female,Kolkata,Post Graduate,HR,4.7,72203,18,,2,5,2,4.7,43,,13,,Poor,3.9,,Average Performer
11125,29,Female,Hyderabad,,Finance,14.5,33915,12,206,5,3,2,3,65,146,3,5,Good,8,18,Average Performer
11126,46,Female,Chennai,Post Graduate,Analytics,8.1,59477,,261,4,2,2,3.7,77,82,2,1,Good,2.8,5,Low Performer
11127,22,Female,Hyderabad,Post Graduate,HR,16.6,134740,27,266,,1,2,2.7,54,177,3,3,Good,7.7,,Average Performer
11128,29,Male,Chennai,Post Graduate,Operations,8.4,140217,5,185,1,2,5,4.4,15,115,0,3,,0.8,6,Low Performer
11129,29,Female,Mumbai,Graduate,Analytics,,107067,6,70,0,4,3,4.3,70,103,1,4,Average,1.4,9,Low Performer
11130,37,Male,,Post Graduate,Sales,8.7,71520,,298,1,4,3,2.9,67,10,3,2,,5.8,9,Average Performer
11131,21,Male,Mumbai,Post Graduate,Analytics,4.5,88053,23,165,2,3,,4,51,27,9,4,Poor,4,24,Average Performer
11132,45,Male,Chennai,,HR,,69464,25,71,0,2,,4.1,36,66,3,,Excellent,6.1,12,Average Performer
11133,45,Male,Delhi,Post Graduate,HR,,43357,4,104,4,1,1,,45,,4,4,,6.9,6,Low Performer
11134,55,Male,Mumbai,Diploma,Operations,13.7,,32,81,2,4,1,3.8,40,88,8,3,Excellent,2,18,Average Performer
11135,23,Female,Hyderabad,Diploma,IT,11.1,66061,,,3,1,3,3.7,4,116,0,3,Average,5.5,,Average Performer
11136,57,Male,,Graduate,Operations,12.6,24490,26,49,2,5,2,2.2,65,108,7,3,Poor,,14,Average Performer
11137,50,Male,Pune,Graduate,HR,5.4,95219,,154,0,3,,4,,129,2,4,,6.9,13,Average Performer
11138,54,Male,,Post Graduate,Analytics,8.9,144305,9,72,0,1,2,3.4,62,32,8,,Average,3.4,12,Average Performer
11139,32,Male,Hyderabad,Graduate,Operations,1.3,23839,11,258,,3,5,3.3,2,145,10,4,Excellent,0.4,6,Low Performer
11140,39,Female,Bengaluru,Diploma,Operations,14.8,42992,2,21,5,5,4,4.6,7,161,7,4,Average,4.6,11,Low Performer
11141,57,Male,Kolkata,Graduate,IT,17.8,131154,27,265,3,,5,2.1,25,177,7,4,Excellent,7.7,,Average Performer
11142,37,Male,Bengaluru,Graduate,HR,7.6,74249,26,217,4,1,3,2.8,73,24,8,4,Good,0.1,,Average Performer
11143,30,Male,Pune,Graduate,HR,,121313,8,260,3,5,5,2.4,52,121,14,3,,1.9,16,Low Performer
11144,32,Male,Delhi,Graduate,Sales,3.5,68734,21,220,,2,3,2.1,75,58,3,2,Excellent,,20,Average Performer
11145,36,Male,Mumbai,Post Graduate,IT,11.9,143626,21,290,4,1,5,2.8,28,113,11,4,Good,6.1,11,Average Performer
11146,44,Male,Chennai,,Sales,11.2,42260,8,11,2,1,4,5,13,68,4,4,Excellent,2.6,12,Low Performer
11147,39,Female,Hyderabad,Graduate,Sales,14.3,79852,1,,,4,5,2.8,4,56,11,2,Average,1.9,7,Low Performer
11148,28,Female,Mumbai,Graduate,Sales,4.9,46380,,,3,2,2,4,26,47,,4,Average,5.2,9,Average Performer
11149,51,Male,Hyderabad,Post Graduate,Finance,13.9,89257,13,151,0,1,3,2.4,67,91,1,,Average,0.4,,Average Performer
11150,41,Other,Chennai,Graduate,,12.5,22930,9,154,4,5,1,3.8,28,22,6,3,Average,1.4,1,Average Performer
11151,37,Male,Bengaluru,,Operations,6.1,72017,28,56,5,3,5,5,2,88,11,,Average,3.3,,Average Performer
11152,43,Male,Mumbai,Post Graduate,Analytics,10,98630,,247,2,5,3,2.9,29,,2,,,2.8,3,Low Performer
11153,57,Other,Pune,Post Graduate,,3.1,49280,,,3,2,1,4.5,8,64,5,5,,2.8,5,Average Performer
11154,36,Male,Delhi,Diploma,Operations,8.4,142130,36,10,5,4,3,5,0,127,12,,Excellent,0.9,6,High Performer
11155,26,Female,Pune,Diploma,HR,15.9,24544,17,113,2,4,3,3.8,,,5,1,Average,2.9,22,Low Performer
11156,28,Male,Delhi,Diploma,Finance,7.9,32388,9,,4,4,1,2.9,66,133,5,,Excellent,6.4,18,Average Performer
11157,45,Male,Kolkata,Graduate,Sales,15.2,19694,12,14,5,5,1,4,31,117,9,3,Average,3.3,23,Average Performer
11158,38,Male,Hyderabad,Graduate,HR,10.8,145727,22,206,0,3,,4.5,5,41,14,5,Excellent,4.7,22,High Performer
11159,45,Female,Mumbai,Graduate,IT,3.9,106202,12,286,,3,5,2.5,76,53,1,,Good,1.3,3,Average Performer
11160,32,Female,Mumbai,PhD,IT,,131057,6,218,3,,5,3.4,48,39,8,2,,0.6,9,Low Performer
11161,35,Female,Kolkata,,HR,9.4,67294,9,72,5,3,3,3,14,109,7,2,Good,7,3,Average Performer
11162,46,Male,Delhi,,Analytics,7.5,56769,37,251,2,3,2,2.9,57,39,6,4,Excellent,2.7,19,Average Performer
11163,,Male,Bengaluru,Graduate,HR,2.6,131289,,,4,1,2,4.6,,13,10,2,Good,2.8,4,Low Performer
11164,52,Male,Chennai,,HR,,120885,34,21,1,5,3,3.3,29,169,13,,Good,7,13,Average Performer
11165,30,Male,Pune,Graduate,Finance,1.8,55855,,15,3,5,,3,,,11,5,,5.7,10,Low Performer
11166,,Female,Kolkata,Graduate,IT,2.2,65646,10,128,,2,1,3.8,39,60,11,1,,,1,Low Performer
11167,27,Male,,Graduate,IT,,131947,,,3,5,3,2.7,58,110,14,5,Excellent,5.5,8,Average Performer
11168,37,Female,Kolkata,Graduate,Sales,5.8,28910,14,248,3,4,5,2.7,62,115,8,2,Excellent,0.8,21,Average Performer
11169,43,,Pune,Post Graduate,Operations,16.7,100757,,33,1,4,2,3.6,47,93,,,Average,,11,High Performer
11170,46,Male,Pune,Graduate,,7.1,26463,27,289,1,,,3.2,,16,14,1,Average,7.3,,Average Performer
11171,41,,Hyderabad,Post Graduate,HR,13.8,44534,32,63,4,3,2,2.9,,75,1,,,1.9,0,Average Performer
11172,42,,Hyderabad,Post Graduate,Analytics,9.8,,4,147,3,2,4,,46,,,,Good,,,Low Performer
11173,27,Male,Mumbai,PhD,IT,12.8,103094,2,230,3,1,5,3.6,42,123,13,4,Excellent,3.3,14,Low Performer
11174,34,Male,Pune,Post Graduate,,5.1,105905,33,168,2,2,4,4.4,15,,11,4,Good,,5,Average Performer
11175,35,Female,Chennai,Graduate,Finance,17,43407,21,88,2,2,1,,21,,9,2,Excellent,1.3,23,High Performer
11176,27,Male,Chennai,Post Graduate,,9.8,80552,1,121,5,4,3,2.7,62,,10,,Good,4.3,16,High Performer
11177,29,Male,Delhi,Diploma,Analytics,15,110303,,,,1,3,3.8,45,54,13,5,Average,,20,Average Performer
11178,28,Male,Kolkata,Graduate,IT,6.9,89908,1,298,0,1,2,4.6,44,107,2,3,Good,4.3,,Low Performer
11179,43,Male,Hyderabad,Post Graduate,Finance,2.3,142506,11,149,0,2,2,3.2,40,27,1,4,Poor,1.9,13,Low Performer
11180,49,Female,Mumbai,Graduate,HR,12.3,40369,7,31,2,1,1,4.8,24,94,1,4,Average,3.6,,Low Performer
11181,,Female,Chennai,Graduate,Finance,,23900,2,,5,1,4,4.7,49,97,13,5,Poor,5.3,21,Low Performer
11182,51,Male,,Post Graduate,Operations,8.8,58733,15,67,,5,5,2.6,66,12,7,1,Poor,7,8,Average Performer
11183,50,Male,Mumbai,PhD,Analytics,3.9,105236,8,271,3,1,1,2.8,51,33,,1,Average,1.3,2,Low Performer
11184,55,Female,Mumbai,Graduate,IT,11.5,,26,68,5,3,3,2.5,,175,4,1,Poor,7.1,,Average Performer
11185,38,Male,Chennai,Post Graduate,,17.6,78044,35,43,1,1,3,2.6,36,57,11,4,Poor,3.1,24,Average Performer
11186,37,Female,Bengaluru,PhD,HR,8.6,103553,21,134,5,4,4,4.7,21,138,13,3,Excellent,6.8,,High Performer
11187,34,Male,,Diploma,HR,14.8,106435,38,119,,5,1,4.8,26,28,5,3,,4.1,16,High Performer
11188,51,,,Graduate,IT,9.4,67008,8,49,2,4,5,2.2,1,124,7,,Poor,6.9,1,Low Performer
11189,44,Male,,Diploma,Operations,9.2,84794,32,,4,4,1,3.8,21,,6,1,Good,5.3,3,Average Performer
11190,55,Male,Mumbai,Graduate,Sales,16.8,97134,,92,4,,1,3.7,52,146,6,,Poor,4.1,13,Low Performer
11191,54,Female,Bengaluru,Post Graduate,Finance,16.1,70890,10,181,2,5,4,3.2,16,56,11,2,Average,2.5,10,Average Performer
11192,23,Male,Mumbai,Graduate,Finance,14.3,133259,23,269,3,2,5,3.9,55,74,12,,,7.8,11,Average Performer
11193,57,Female,Kolkata,Graduate,HR,5.7,47404,4,109,,1,3,4.8,30,8,6,5,,6.4,22,Low Performer
11194,46,Female,Chennai,Post Graduate,Analytics,10,83223,38,175,5,3,2,2.5,42,120,11,4,Average,3,15,Average Performer
11195,43,Male,,Graduate,Analytics,4.4,18637,,112,5,3,5,,71,41,10,4,Excellent,1.3,11,Average Performer
11196,35,Female,Chennai,Graduate,Operations,,121186,23,165,0,2,,2.1,52,52,10,,,6.2,,Average Performer
11197,24,Male,Kolkata,Graduate,Sales,,33828,5,287,4,3,4,3.1,,126,6,3,Good,7.9,6,Low Performer
11198,49,Male,Pune,Post Graduate,Analytics,,119976,21,44,2,2,5,3,1,43,7,5,Poor,2.2,,Average Performer
11199,42,Female,Pune,Graduate,Finance,,63097,6,30,2,2,5,3.3,58,96,0,3,Poor,7.3,22,Low Performer
11200,45,Male,Pune,Post Graduate,Analytics,7.8,131271,17,87,1,2,3,3.5,3,70,12,4,Excellent,1,24,Average Performer
11201,,Female,,Graduate,Sales,0.8,50022,25,177,,3,3,4.3,,17,2,5,Average,7.6,24,Low Performer
11202,38,Male,Delhi,Graduate,,,50202,24,,2,2,,3.2,66,64,14,,,6,2,Average Performer
11203,53,Female,,Graduate,Analytics,,46704,,286,1,3,1,3,72,130,0,,Good,2.8,2,Average Performer
11204,36,Female,Kolkata,Post Graduate,Finance,11.4,109411,13,74,0,5,5,4.5,5,173,7,2,Average,2.4,,Average Performer
11205,22,Female,Kolkata,Graduate,HR,0.9,147688,17,10,,2,2,4.5,57,36,1,5,,5.1,6,Low Performer
11206,55,Female,Hyderabad,Graduate,HR,7.5,,14,,4,3,4,2.7,,,6,,Average,,4,Average Performer
11207,54,Female,Bengaluru,Diploma,Operations,17.8,55479,34,199,2,3,3,2.9,4,70,5,,Poor,7.4,20,Average Performer
11208,50,Female,Chennai,Post Graduate,HR,2.3,40027,,17,2,3,1,4.5,60,82,10,4,Average,6.1,4,Low Performer
11209,33,Female,Chennai,Graduate,Analytics,7.9,60912,19,,3,1,4,,55,130,0,4,Poor,4.3,24,Average Performer
11210,33,Male,Mumbai,Graduate,Sales,5.9,126227,26,17,0,,5,3,,33,11,2,Excellent,7.4,19,Average Performer
11211,38,Male,Kolkata,PhD,Finance,16.3,146773,3,,0,2,3,3.3,12,170,14,3,Good,4.7,21,Low Performer
11212,52,Male,Mumbai,Graduate,IT,15.7,127658,,209,5,5,3,2.6,25,74,5,2,Average,6.8,5,Low Performer
11213,52,Female,Mumbai,Graduate,HR,4.7,60692,28,257,1,2,1,2.5,63,140,8,3,Poor,6.7,12,Average Performer
11214,55,Male,Chennai,Post Graduate,HR,1.9,116884,2,44,1,4,,3.3,78,59,2,5,Poor,7.4,6,Low Performer
11215,49,Male,Delhi,Post Graduate,IT,,50209,22,,3,4,3,,10,114,11,1,Poor,0.5,1,High Performer
11216,49,Male,Bengaluru,Post Graduate,IT,6.4,74738,7,35,,5,2,4.5,61,6,6,4,Excellent,4.7,21,Low Performer
11217,36,Female,Bengaluru,Graduate,Analytics,12.3,55242,4,21,0,,4,4.9,79,158,3,,Poor,3.7,8,Low Performer
11218,30,Female,Kolkata,Graduate,Finance,1.1,125966,38,141,1,5,3,2.2,46,67,0,2,,3.9,18,Low Performer
11219,50,Male,Hyderabad,Post Graduate,HR,,84457,39,169,0,1,3,2.7,69,21,6,5,Excellent,3.7,1,Low Performer
11220,45,Male,Kolkata,Graduate,Sales,12.5,147257,20,285,0,1,2,4.3,74,63,0,1,Poor,6.7,12,Average Performer
11221,40,Female,,Post Graduate,Analytics,4.2,86309,6,,5,4,1,3.6,57,92,10,3,Good,2.5,7,Low Performer
11222,25,Male,Delhi,,Analytics,15.5,104496,9,,1,5,5,3,9,20,3,1,Poor,3.7,15,Average Performer
11223,21,Male,Bengaluru,Graduate,Sales,1.5,128078,31,,,3,4,2.6,,62,12,,Good,1.6,0,Low Performer
11224,50,Female,Pune,Diploma,,4.3,19865,26,92,2,4,3,2.8,11,54,14,1,Good,2,10,Average Performer
11225,23,Female,Mumbai,Post Graduate,Operations,18,114242,36,117,5,5,1,3.3,70,158,8,4,Poor,5.3,7,Average Performer
11226,,Male,Mumbai,Post Graduate,Sales,8.1,46887,26,104,1,3,,2.5,49,21,4,1,Good,,20,Average Performer
11227,50,Female,Bengaluru,,IT,12.8,114047,28,243,3,5,4,4.9,14,118,6,5,Average,1.5,24,High Performer
11228,24,Female,Kolkata,Graduate,HR,3.7,146863,5,115,4,2,5,2.3,58,50,12,3,Poor,4.2,24,Low Performer
11229,38,Male,,Post Graduate,,11.2,58478,10,94,5,3,,5,69,110,6,4,Average,,19,Average Performer
11230,57,Other,Kolkata,Graduate,IT,13.2,129750,18,143,0,2,2,4.5,61,131,14,4,Good,1,0,Average Performer
11231,45,Female,Hyderabad,Diploma,Operations,6,31394,15,139,,1,1,3.3,71,54,11,4,Excellent,6.9,20,Average Performer
11232,21,Female,Pune,Graduate,HR,,22487,33,,4,4,5,4.2,61,175,2,2,Excellent,6.8,6,High Performer
11233,35,Female,Bengaluru,Post Graduate,Operations,11.1,126924,5,,5,5,3,4,49,122,12,2,Good,2.8,24,Low Performer
11234,29,Male,Mumbai,Graduate,IT,,75268,37,186,1,4,5,2.6,76,72,10,,,2.8,24,Average Performer
11235,,Male,,Post Graduate,Finance,10.3,47605,22,199,0,5,2,3,53,151,7,3,Poor,7.5,8,Average Performer
11236,44,Male,Kolkata,Graduate,HR,10.6,89602,22,126,4,2,3,3.5,53,157,0,1,,0.2,21,Average Performer
11237,24,Male,Delhi,Graduate,Analytics,3.4,96206,22,57,2,3,5,3.9,27,150,3,5,Average,4.6,1,Average Performer
11238,32,Male,Chennai,Graduate,HR,7.5,,15,177,3,3,3,,50,,9,2,Excellent,4.8,,Average Performer
11239,57,Female,Hyderabad,PhD,HR,6.5,111937,17,183,5,5,3,3.4,73,,3,5,Excellent,6.3,,Average Performer
